裝置名稱,裝置編號,裝置位置,測量時間,溫度,溫度異常,濕度,濕度異常,溫度補償,濕度補償,電池電量
Frank,170414,機房,"01/15/2022, 16:28:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:27:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:27:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:27:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:27:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:27:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:27:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:27:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:27:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:27:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:27:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:27:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:27:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:26:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:26:52",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:26:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:26:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:26:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:26:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:26:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:26:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:26:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:26:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:25:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:25:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:25:48",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:25:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:25:38",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:25:38",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:25:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:25:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:25:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:25:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:25:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:25:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:24:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:24:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:24:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:24:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:24:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:24:34",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:24:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:24:23",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:24:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:24:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:24:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:24:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:23:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:23:51",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:23:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:23:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:23:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:23:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:23:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:23:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:23:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:23:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:22:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:22:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:22:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:22:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:22:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:22:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:22:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:22:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:22:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:22:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:22:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:22:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:21:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:21:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:21:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:21:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:21:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:21:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:21:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:21:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:21:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:21:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:21:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:21:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:20:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:20:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:20:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:20:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:20:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:20:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:20:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:20:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:20:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:20:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:19:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:19:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:19:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:19:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:19:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:19:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:19:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:19:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:19:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:19:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:19:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:19:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:18:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:18:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:18:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:18:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:18:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:18:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:18:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:18:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:18:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:18:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:18:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:18:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:17:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:17:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:17:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:17:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:17:28",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:17:28",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:17:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:17:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:17:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:17:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:16:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:16:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:16:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:16:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:16:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:16:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:16:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:16:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:16:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:16:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:16:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:16:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:15:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:15:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:15:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:15:42",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:15:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:15:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:15:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:15:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:15:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:15:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:15:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:15:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:14:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:14:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:14:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:14:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:14:28",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:14:28",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:14:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:14:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:14:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:14:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:13:56",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:13:56",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:13:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:13:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:13:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:13:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:13:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:13:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:13:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:13:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:13:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:13:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:12:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:12:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:12:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:12:42",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:12:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:12:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:12:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:12:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:12:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:12:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:11:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:11:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:11:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:11:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:11:38",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:11:38",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:11:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:11:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:11:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:11:17",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:11:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:11:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:10:56",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:10:56",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:10:45",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:10:45",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:10:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:10:34",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:10:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:10:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:10:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:10:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:10:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:10:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:09:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:09:52",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:09:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:09:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:09:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:09:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:09:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:09:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:09:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:09:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:08:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:08:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:08:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:08:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:08:38",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:08:38",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:08:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:08:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:08:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:08:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:08:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:08:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:07:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:07:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:07:45",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:07:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:07:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:07:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:07:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:07:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:07:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:07:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:07:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:07:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:06:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:06:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:06:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:06:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:06:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:06:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:06:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:06:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:06:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:06:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:05:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:05:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:05:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:05:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:05:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:05:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:05:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:05:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:05:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:05:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:05:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:05:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:04:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:04:52",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:04:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:04:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:04:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:04:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:04:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:04:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:04:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:04:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:03:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:03:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:03:48",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:03:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:03:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:03:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:03:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:03:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:03:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:03:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:03:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:03:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:02:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:02:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:02:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:02:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:02:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:02:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:02:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:02:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:02:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:02:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:01:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:01:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:01:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:01:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:01:38",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:01:38",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:01:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:01:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:01:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:01:17",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:01:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:01:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:00:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:00:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:00:45",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:00:45",-255,異常,-255,異常,0,0,-1%
